"Amount","Currency","Cost Center","Funding Pool","GL account","Register","Date","Description"
"-4138,00","USD","MM010","MM-SIDA-11","60400 Fuel et other carburants","BNK-USD-1","18/02/2012","Test fin contract 2534"
"-4798,00","USD","MM009","MM-COFI-11","60401 Vehicle spare parts","BNK-USD-1","19/02/2012","Test fin contract 2535"
"-13534,00","USD","MM010","MM-SIDA-11","606010 Medical equipment","BNK-USD-1","20/02/2012","Test fin contract 2536"
"-5374,00","USD","MM009","MM-COFI-11","606011 Laboratory equipment","BNK-USD-1","21/02/2012","Test fin contract 2537"
"-7324,00","USD","MM010","MM-SIDA-11","606013 Surgery equipment","BNK-USD-1","22/02/2012","Test fin contract 2538"
"-6563,00","USD","MM009","MM-COFI-11","606014 Office equipment","BNK-USD-1","23/02/2012","Test fin contract 2539"
"-14234,00","USD","MM010","MM-SIDA-11","606015 IT equipment","BNK-USD-1","24/02/2012","Test fin contract 2540"
"-8088,00","USD","MM009","MM-COFI-11","606016 Telecommunication equipment","BNK-USD-1","25/02/2012","Test fin contract 2541"
"-6910,00","USD","MM010","MM-SIDA-11","606017 Watsan equipment","BNK-USD-1","26/02/2012","Test fin contract 2542"
"-11605,00","USD","MM009","MM-COFI-11","60602 Vehicles","BNK-USD-1","27/02/2012","Test fin contract 2543"
"-1878,00","USD","MM010","MM-SIDA-11","60603 Furnitures","BNK-USD-1","28/02/2012","Test fin contract 2544"
"-11558,00","USD","MM009","MM-COFI-11","61250 Facility rentals","BNK-USD-1","29/02/2012","Test fin contract 2545"
"-12013,00","USD","MM010","MM-SIDA-11","612510 Car and small vehicle rental","BNK-USD-1","30/02/2012","Test fin contract 2546"
"-8791,00","USD","MM009","MM-COFI-11","612519 Other transport rental","BNK-USD-1","1/07/2012","Test fin contract 2547"
"-12584,00","USD","MM010","MM-SIDA-11","61259 Other rentals","BNK-USD-1","2/07/2012","Test fin contract 2548"
"-6198,00","USD","MM009","MM-COFI-11","61301 Vehicle maintenance and repairs","BNK-USD-1","3/07/2012","Test fin contract 2549"
"-924,00","USD","MM010","MM-SIDA-11","61302 Other maintenance and repairs","BNK-USD-1","4/07/2012","Test fin contract 2550"
"-1252,00","USD","MM009","MM-COFI-11","6135 Subcontracting","BNK-USD-1","5/07/2012","Test fin contract 2551"
"-4588,00","USD","MM010","MM-SIDA-11","6140 Insurance premiums","BNK-USD-1","6/07/2012","Test fin contract 2552"
"-5872,00","USD","MM009","MM-COFI-11","61450 Telecommunication costs","BNK-USD-1","7/07/2012","Test fin contract 2553"
"-8089,00","USD","MM010","MM-SIDA-11","6200 Staff with MSF contracts","BNK-USD-1","8/07/2012","Test fin contract 2554"
"-4952,00","USD","MM009","MM-COFI-11","62150 Social Security and Provident Fund contributions","BNK-USD-1","9/07/2012","Test fin contract 2555"
"-11777,00","USD","MM010","MM-SIDA-11","62151 Payroll taxes","BNK-USD-1","10/07/2012","Test fin contract 2556"
"-13728,00","USD","MM009","MM-COFI-11","62501 Expat posting tariff (HQ only)","BNK-USD-1","11/07/2012","Test fin contract 2557"
"-13491,00","USD","MM010","MM-SIDA-11","6260 Perdiem and team living expenses","BNK-USD-1","12/07/2012","Test fin contract 2558"
"-13541,00","USD","MM009","MM-COFI-11","6265 HQ employees salaries and charges","BNK-USD-1","13/07/2012","Test fin contract 2559"
"-12902,00","USD","MM010","MM-SIDA-11","6000 Medicines","BNK-USD-1","14/07/2012","Test fin contract 2560"
"-4493,00","USD","MM009","MM-COFI-11","6005 Medical material","BNK-USD-1","15/07/2012","Test fin contract 2561"
"-9050,00","USD","MM010","MM-SIDA-11","6010 Laboratory material and reagents","BNK-USD-1","16/07/2012","Test fin contract 2562"
"-10296,00","USD","MM009","MM-COFI-11","60151 Vaccination supplies","BNK-USD-1","17/07/2012","Test fin contract 2563"
"-9652,00","USD","MM010","MM-SIDA-11","6020 Cold chain supplies","BNK-USD-1","18/07/2012","Test fin contract 2564"
"-11347,00","USD","MM009","MM-COFI-11","6025 Surgery material and supplies","BNK-USD-1","19/07/2012","Test fin contract 2565"
"-1866,00","USD","MM010","MM-SIDA-11","6030 Physiotherapy materials","BNK-USD-1","20/07/2012","Test fin contract 2566"
"-7405,00","USD","MM009","MM-COFI-11","60350 Specialized Food","BNK-USD-1","21/07/2012","Test fin contract 2567"
"-11874,00","USD","MM010","MM-SIDA-11","60400 Fuel et other carburants","BNK-USD-1","22/07/2012","Test fin contract 2568"
"-5071,00","USD","MM009","MM-COFI-11","60401 Vehicle spare parts","BNK-USD-1","23/07/2012","Test fin contract 2569"
"-3186,00","USD","MM010","MM-SIDA-11","606010 Medical equipment","BNK-USD-1","24/07/2012","Test fin contract 2570"
"-9066,00","USD","MM009","MM-COFI-11","606011 Laboratory equipment","BNK-USD-1","25/07/2012","Test fin contract 2571"
"-9180,00","USD","MM010","MM-SIDA-11","606013 Surgery equipment","BNK-USD-1","26/07/2012","Test fin contract 2572"
"-13546,00","USD","MM009","MM-COFI-11","606014 Office equipment","BNK-USD-1","27/07/2012","Test fin contract 2573"
"-7419,00","USD","MM010","MM-SIDA-11","606015 IT equipment","BNK-USD-1","28/07/2012","Test fin contract 2574"
"-100,00","USD","MM009","MM-COFI-11","606016 Telecommunication equipment","BNK-USD-1","29/07/2012","Test fin contract 2575"
"-344,00","USD","MM010","MM-SIDA-11","606017 Watsan equipment","BNK-USD-1","30/07/2012","Test fin contract 2576"
"-5743,00","USD","MM009","MM-COFI-11","60602 Vehicles","BNK-USD-1","31/07/2012","Test fin contract 2577"
"-11065,00","USD","MM010","MM-SIDA-11","60603 Furnitures","BNK-USD-1","1/07/2012","Test fin contract 2578"
"-5410,00","USD","MM009","MM-COFI-11","61250 Facility rentals","BNK-USD-1","2/07/2012","Test fin contract 2579"
"-14800,00","USD","MM010","MM-SIDA-11","612510 Car and small vehicle rental","BNK-USD-1","3/07/2012","Test fin contract 2580"
"-7936,00","USD","MM009","MM-COFI-11","612519 Other transport rental","BNK-USD-1","4/07/2012","Test fin contract 2581"
"-2918,00","USD","MM010","MM-SIDA-11","61259 Other rentals","BNK-USD-1","5/07/2012","Test fin contract 2582"
"-5787,00","USD","MM009","MM-COFI-11","61301 Vehicle maintenance and repairs","BNK-USD-1","6/07/2012","Test fin contract 2583"
"-3864,00","USD","MM010","MM-SIDA-11","61302 Other maintenance and repairs","BNK-USD-1","7/07/2012","Test fin contract 2584"
"-7888,00","USD","MM009","MM-COFI-11","6135 Subcontracting","BNK-USD-1","8/07/2012","Test fin contract 2585"
"-4457,00","USD","MM010","MM-SIDA-11","6140 Insurance premiums","BNK-USD-1","9/07/2012","Test fin contract 2586"
"-556,00","USD","MM009","MM-COFI-11","61450 Telecommunication costs","BNK-USD-1","10/07/2012","Test fin contract 2587"
"-680,00","USD","MM010","MM-SIDA-11","6200 Staff with MSF contracts","BNK-USD-1","11/07/2012","Test fin contract 2588"
"-2275,00","USD","MM009","MM-COFI-11","62150 Social Security and Provident Fund contributions","BNK-USD-1","12/07/2012","Test fin contract 2589"
"-4648,00","USD","MM010","MM-SIDA-11","62151 Payroll taxes","BNK-USD-1","13/07/2012","Test fin contract 2590"
"-12398,00","USD","MM009","MM-COFI-11","62501 Expat posting tariff (HQ only)","BNK-USD-1","14/07/2012","Test fin contract 2591"
"-9457,00","USD","MM010","MM-SIDA-11","6260 Perdiem and team living expenses","BNK-USD-1","15/07/2012","Test fin contract 2592"
"-3868,00","USD","MM009","MM-COFI-11","6265 HQ employees salaries and charges","BNK-USD-1","16/07/2012","Test fin contract 2593"
"-2600,00","USD","MM010","MM-SIDA-11","6000 Medicines","BNK-USD-1","17/07/2012","Test fin contract 2594"
"-7619,00","USD","MM009","MM-COFI-11","6005 Medical material","BNK-USD-1","18/07/2012","Test fin contract 2595"
"-4090,00","USD","MM010","MM-SIDA-11","6010 Laboratory material and reagents","BNK-USD-1","19/07/2012","Test fin contract 2596"
"-3734,00","USD","MM009","MM-COFI-11","60151 Vaccination supplies","BNK-USD-1","20/07/2012","Test fin contract 2597"
"-10282,00","USD","MM010","MM-SIDA-11","6020 Cold chain supplies","BNK-USD-1","21/07/2012","Test fin contract 2598"
"-9035,00","USD","MM009","MM-COFI-11","6025 Surgery material and supplies","BNK-USD-1","22/07/2012","Test fin contract 2599"
"-6479,00","USD","MM010","MM-SIDA-11","6030 Physiotherapy materials","BNK-USD-1","23/07/2012","Test fin contract 2600"
"-8292,00","USD","MM009","MM-COFI-11","60350 Specialized Food","BNK-USD-1","24/07/2012","Test fin contract 2601"
"-6011,00","USD","MM010","MM-SIDA-11","60400 Fuel et other carburants","BNK-USD-1","25/07/2012","Test fin contract 2602"
"-8848,00","USD","MM009","MM-COFI-11","60401 Vehicle spare parts","BNK-USD-1","26/07/2012","Test fin contract 2603"
"-7364,00","USD","MM010","MM-SIDA-11","606010 Medical equipment","BNK-USD-1","27/07/2012","Test fin contract 2604"
"-10634,00","USD","MM009","MM-COFI-11","606011 Laboratory equipment","BNK-USD-1","28/07/2012","Test fin contract 2605"
"-14501,00","USD","MM010","MM-SIDA-11","606013 Surgery equipment","BNK-USD-1","29/07/2012","Test fin contract 2606"
"-10813,00","USD","MM009","MM-COFI-11","606014 Office equipment","BNK-USD-1","30/07/2012","Test fin contract 2607"
"-113,00","USD","MM010","MM-SIDA-11","606015 IT equipment","BNK-USD-1","31/07/2012","Test fin contract 2608"
"-9169,00","USD","MM009","MM-COFI-11","606016 Telecommunication equipment","BNK-USD-1","1/07/2012","Test fin contract 2609"
"-11577,00","USD","MM010","MM-SIDA-11","606017 Watsan equipment","BNK-USD-1","2/07/2012","Test fin contract 2610"
"-467,00","USD","MM009","MM-COFI-11","60602 Vehicles","BNK-USD-1","3/07/2012","Test fin contract 2611"
"-727,00","USD","MM010","MM-SIDA-11","60603 Furnitures","BNK-USD-1","4/07/2012","Test fin contract 2612"
"-1040,00","USD","MM009","MM-COFI-11","61250 Facility rentals","BNK-USD-1","5/07/2012","Test fin contract 2613"
"-12807,00","USD","MM010","MM-SIDA-11","612510 Car and small vehicle rental","BNK-USD-1","6/07/2012","Test fin contract 2614"
"-9804,00","USD","MM009","MM-COFI-11","612519 Other transport rental","BNK-USD-1","7/07/2012","Test fin contract 2615"
"-309,00","USD","MM010","MM-SIDA-11","61259 Other rentals","BNK-USD-1","8/07/2012","Test fin contract 2616"
"-5478,00","USD","MM009","MM-COFI-11","61301 Vehicle maintenance and repairs","BNK-USD-1","9/07/2012","Test fin contract 2617"
"-12810,00","USD","MM010","MM-SIDA-11","61302 Other maintenance and repairs","BNK-USD-1","10/07/2012","Test fin contract 2618"
"-1761,00","USD","MM009","MM-COFI-11","6135 Subcontracting","BNK-USD-1","11/07/2012","Test fin contract 2619"
"-3724,00","USD","MM010","MM-SIDA-11","6140 Insurance premiums","BNK-USD-1","12/07/2012","Test fin contract 2620"
"-9528,00","USD","MM009","MM-COFI-11","61450 Telecommunication costs","BNK-USD-1","13/07/2012","Test fin contract 2621"
"-2814,00","USD","MM010","MM-SIDA-11","6200 Staff with MSF contracts","BNK-USD-1","14/07/2012","Test fin contract 2622"
"-1694,00","USD","MM009","MM-COFI-11","62150 Social Security and Provident Fund contributions","BNK-USD-1","15/07/2012","Test fin contract 2623"
"-5455,00","USD","MM010","MM-SIDA-11","62151 Payroll taxes","BNK-USD-1","16/07/2012","Test fin contract 2624"
"-441,00","USD","MM009","MM-COFI-11","62501 Expat posting tariff (HQ only)","BNK-USD-1","17/07/2012","Test fin contract 2625"
"-9729,00","USD","MM010","MM-SIDA-11","6260 Perdiem and team living expenses","BNK-USD-1","18/07/2012","Test fin contract 2626"
"-1349,00","USD","MM009","MM-COFI-11","6265 HQ employees salaries and charges","BNK-USD-1","19/07/2012","Test fin contract 2627"
"-11639,00","USD","MM010","MM-SIDA-11","6000 Medicines","BNK-USD-1","20/07/2012","Test fin contract 2628"
"-9053,00","USD","MM009","MM-COFI-11","6005 Medical material","BNK-USD-1","21/07/2012","Test fin contract 2629"
"-1026,00","USD","MM010","MM-SIDA-11","6010 Laboratory material and reagents","BNK-USD-1","22/07/2012","Test fin contract 2630"
"-10963,00","USD","MM009","MM-COFI-11","60151 Vaccination supplies","BNK-USD-1","23/07/2012","Test fin contract 2631"
"-4181,00","USD","MM010","MM-SIDA-11","6020 Cold chain supplies","BNK-USD-1","24/07/2012","Test fin contract 2632"
"-1593,00","USD","MM009","MM-COFI-11","6025 Surgery material and supplies","BNK-USD-1","25/07/2012","Test fin contract 2633"
"-2683,00","USD","MM010","MM-SIDA-11","6030 Physiotherapy materials","BNK-USD-1","26/07/2012","Test fin contract 2634"
"-11899,00","USD","MM009","MM-COFI-11","60350 Specialized Food","BNK-USD-1","27/07/2012","Test fin contract 2635"
"-204,00","USD","MM010","MM-SIDA-11","60400 Fuel et other carburants","BNK-USD-1","28/07/2012","Test fin contract 2636"
"-13351,00","USD","MM009","MM-COFI-11","60401 Vehicle spare parts","BNK-USD-1","29/07/2012","Test fin contract 2637"
"-8430,00","USD","MM010","MM-SIDA-11","606010 Medical equipment","BNK-USD-1","30/07/2012","Test fin contract 2638"
"-13024,00","USD","MM009","MM-COFI-11","606011 Laboratory equipment","BNK-USD-1","1/07/2012","Test fin contract 2639"
"-2222,00","USD","MM010","MM-SIDA-11","606013 Surgery equipment","BNK-USD-1","2/07/2012","Test fin contract 2640"
"-14846,00","USD","MM009","MM-COFI-11","606014 Office equipment","BNK-USD-1","3/07/2012","Test fin contract 2641"
"-12119,00","USD","MM010","MM-SIDA-11","606015 IT equipment","BNK-USD-1","4/07/2012","Test fin contract 2642"
"-9245,00","USD","MM009","MM-COFI-11","606016 Telecommunication equipment","BNK-USD-1","5/07/2012","Test fin contract 2643"
"-5562,00","USD","MM010","MM-SIDA-11","606017 Watsan equipment","BNK-USD-1","6/07/2012","Test fin contract 2644"
"-6943,00","USD","MM009","MM-COFI-11","60602 Vehicles","BNK-USD-1","7/07/2012","Test fin contract 2645"
"-4567,00","USD","MM010","MM-SIDA-11","60603 Furnitures","BNK-USD-1","8/07/2012","Test fin contract 2646"
"-11020,00","USD","MM009","MM-COFI-11","61250 Facility rentals","BNK-USD-1","9/07/2012","Test fin contract 2647"
"-836,00","USD","MM010","MM-SIDA-11","612510 Car and small vehicle rental","BNK-USD-1","10/07/2012","Test fin contract 2648"
"-10060,00","USD","MM009","MM-COFI-11","612519 Other transport rental","BNK-USD-1","11/07/2012","Test fin contract 2649"
"-9059,00","USD","MM010","MM-SIDA-11","61259 Other rentals","BNK-USD-1","12/07/2012","Test fin contract 2650"
"-2907,00","USD","MM009","MM-COFI-11","61301 Vehicle maintenance and repairs","BNK-USD-1","13/07/2012","Test fin contract 2651"
"-12140,00","USD","MM010","MM-SIDA-11","61302 Other maintenance and repairs","BNK-USD-1","14/07/2012","Test fin contract 2652"
"-7474,00","USD","MM009","MM-COFI-11","6135 Subcontracting","BNK-USD-1","15/07/2012","Test fin contract 2653"
"-5745,00","USD","MM010","MM-SIDA-11","6140 Insurance premiums","BNK-USD-1","16/07/2012","Test fin contract 2654"
"-6402,00","USD","MM009","MM-COFI-11","61450 Telecommunication costs","BNK-USD-1","17/07/2012","Test fin contract 2655"
"-14490,00","USD","MM010","MM-SIDA-11","6200 Staff with MSF contracts","BNK-USD-1","18/07/2012","Test fin contract 2656"
"-14300,00","USD","MM009","MM-COFI-11","62150 Social Security and Provident Fund contributions","BNK-USD-1","19/07/2012","Test fin contract 2657"
"-5828,00","USD","MM010","MM-SIDA-11","62151 Payroll taxes","BNK-USD-1","20/07/2012","Test fin contract 2658"
"-8946,00","USD","MM009","MM-COFI-11","62501 Expat posting tariff (HQ only)","BNK-USD-1","21/07/2012","Test fin contract 2659"
"-13985,00","USD","MM010","MM-SIDA-11","6260 Perdiem and team living expenses","BNK-USD-1","22/07/2012","Test fin contract 2660"
"-508,00","USD","MM009","MM-COFI-11","6265 HQ employees salaries and charges","BNK-USD-1","23/07/2012","Test fin contract 2661"
"-707,00","USD","MM010","MM-SIDA-11","606014 Office equipment","BNK-USD-1","24/07/2012","Test fin contract 2662"
"-5802,00","USD","MM009","MM-COFI-11","606017 Watsan equipment","BNK-USD-1","25/07/2012","Test fin contract 2663"
"-1130,00","USD","MM010","MM-SIDA-11","60602 Vehicles","BNK-USD-1","26/07/2012","Test fin contract 2664"
"-6592,00","USD","MM009","MM-COFI-11","60603 Furnitures","BNK-USD-1","27/07/2012","Test fin contract 2665"
"-2960,00","USD","MM010","MM-SIDA-11","612511 Truck rental","BNK-USD-1","28/07/2012","Test fin contract 2666"
"-4050,00","USD","MM009","MM-COFI-11","612512 Plane rental","BNK-USD-1","29/07/2012","Test fin contract 2667"
"-12719,00","USD","MM010","MM-SIDA-11","61300 IT and telecom maintenance","BNK-USD-1","30/07/2012","Test fin contract 2668"
"-13339,00","USD","MM009","MM-COFI-11","617000 International transport: Air","BNK-USD-1","31/07/2012","Test fin contract 2669"
"-2611,00","USD","MM010","MM-SIDA-11","6200 Staff with MSF contracts","BNK-USD-1","1/07/2012","Test fin contract 2670"
"-7009,00","USD","MM009","MM-COFI-11","6205 Incentives","BNK-USD-1","2/07/2012","Test fin contract 2671"
"-11571,00","USD","MM010","MM-SIDA-11","6210 Daily labor","BNK-USD-1","3/07/2012","Test fin contract 2672"
"-6895,00","USD","MM009","MM-COFI-11","62500 Expat daily tariff (HQ only)","BNK-USD-1","4/07/2012","Test fin contract 2673"
"-7142,00","USD","MM010","MM-SIDA-11","62501 Expat posting tariff (HQ only)","BNK-USD-1","5/07/2012","Test fin contract 2674"
"-11567,00","USD","MM009","MM-COFI-11","606014 Office equipment","BNK-USD-1","6/07/2012","Test fin contract 2675"
"-2029,00","USD","MM010","MM-SIDA-11","606017 Watsan equipment","BNK-USD-1","7/07/2012","Test fin contract 2676"
"-14894,00","USD","MM009","MM-COFI-11","60602 Vehicles","BNK-USD-1","8/07/2012","Test fin contract 2677"
"-13847,00","USD","MM010","MM-SIDA-11","60603 Furnitures","BNK-USD-1","9/07/2012","Test fin contract 2678"
"-12888,00","USD","MM009","MM-COFI-11","612511 Truck rental","BNK-USD-1","10/07/2012","Test fin contract 2679"
"-11771,00","USD","MM010","MM-SIDA-11","612512 Plane rental","BNK-USD-1","11/07/2012","Test fin contract 2680"
"-5437,00","USD","MM009","MM-COFI-11","61300 IT and telecom maintenance","BNK-USD-1","12/07/2012","Test fin contract 2681"
"-7494,00","USD","MM010","MM-SIDA-11","617000 International transport: Air","BNK-USD-1","13/07/2012","Test fin contract 2682"
"-2297,00","USD","MM009","MM-COFI-11","6200 Staff with MSF contracts","BNK-USD-1","14/07/2012","Test fin contract 2683"
"-6458,00","USD","MM010","MM-SIDA-11","6205 Incentives","BNK-USD-1","15/07/2012","Test fin contract 2684"
"-614,00","USD","MM009","MM-COFI-11","6210 Daily labor","BNK-USD-1","16/07/2012","Test fin contract 2685"
"-1152,00","USD","MM010","MM-SIDA-11","62500 Expat daily tariff (HQ only)","BNK-USD-1","17/07/2012","Test fin contract 2686"
"-7151,00","USD","MM009","MM-COFI-11","62501 Expat posting tariff (HQ only)","BNK-USD-1","18/07/2012","Test fin contract 2687"
"-5712,00","USD","MM010","MM-SIDA-11","606014 Office equipment","BNK-USD-1","19/07/2012","Test fin contract 2688"
"-10779,00","USD","MM009","MM-COFI-11","606017 Watsan equipment","BNK-USD-1","20/07/2012","Test fin contract 2689"
"-8124,00","USD","MM010","MM-SIDA-11","60602 Vehicles","BNK-USD-1","21/07/2012","Test fin contract 2690"
"-8199,00","USD","MM009","MM-COFI-11","60603 Furnitures","BNK-USD-1","22/07/2012","Test fin contract 2691"
"-1282,00","USD","MM010","MM-SIDA-11","612511 Truck rental","BNK-USD-1","23/07/2012","Test fin contract 2692"
"-11692,00","USD","MM009","MM-COFI-11","612512 Plane rental","BNK-USD-1","24/07/2012","Test fin contract 2693"
"-570,00","USD","MM010","MM-SIDA-11","61300 IT and telecom maintenance","BNK-USD-1","25/07/2012","Test fin contract 2694"
"-10303,00","USD","MM009","MM-COFI-11","617000 International transport: Air","BNK-USD-1","26/07/2012","Test fin contract 2695"
"-4416,00","USD","MM010","MM-SIDA-11","6200 Staff with MSF contracts","BNK-USD-1","27/07/2012","Test fin contract 2696"
"-4292,00","USD","MM009","MM-COFI-11","6205 Incentives","BNK-USD-1","28/07/2012","Test fin contract 2697"
"-6451,00","USD","MM010","MM-SIDA-11","6210 Daily labor","BNK-USD-1","29/07/2012","Test fin contract 2698"
"-11960,00","USD","MM009","MM-COFI-11","62500 Expat daily tariff (HQ only)","BNK-USD-1","30/07/2012","Test fin contract 2699"
"-9004,00","USD","MM010","MM-SIDA-11","62501 Expat posting tariff (HQ only)","BNK-USD-1","1/07/2012","Test fin contract 2700"
"-11587,00","USD","MM009","MM-COFI-11","606014 Office equipment","BNK-USD-1","2/07/2012","Test fin contract 2701"
"-6193,00","USD","MM010","MM-SIDA-11","606017 Watsan equipment","BNK-USD-1","3/07/2012","Test fin contract 2702"
"-8082,00","USD","MM009","MM-COFI-11","60602 Vehicles","BNK-USD-1","4/07/2012","Test fin contract 2703"
"-1353,00","USD","MM010","MM-SIDA-11","60603 Furnitures","BNK-USD-1","5/07/2012","Test fin contract 2704"
"-11791,00","USD","MM009","MM-COFI-11","612511 Truck rental","BNK-USD-1","6/07/2012","Test fin contract 2705"
"-169,00","USD","MM010","MM-SIDA-11","612512 Plane rental","BNK-USD-1","7/07/2012","Test fin contract 2706"
"-92,00","USD","MM009","MM-COFI-11","61300 IT and telecom maintenance","BNK-USD-1","8/07/2012","Test fin contract 2707"
"-2083,00","USD","MM010","MM-SIDA-11","617000 International transport: Air","BNK-USD-1","9/07/2012","Test fin contract 2708"
"-14436,00","USD","MM009","MM-COFI-11","6200 Staff with MSF contracts","BNK-USD-1","10/07/2012","Test fin contract 2709"
"-3014,00","USD","MM010","MM-SIDA-11","6205 Incentives","BNK-USD-1","11/07/2012","Test fin contract 2710"
"-476,00","USD","MM009","MM-COFI-11","6210 Daily labor","BNK-USD-1","12/07/2012","Test fin contract 2711"
"-213,00","USD","MM010","MM-SIDA-11","62500 Expat daily tariff (HQ only)","BNK-USD-1","13/07/2012","Test fin contract 2712"
"-10672,00","USD","MM009","MM-COFI-11","62501 Expat posting tariff (HQ only)","BNK-USD-1","14/07/2012","Test fin contract 2713"
"-7553,00","USD","MM010","MM-SIDA-11","606014 Office equipment","BNK-USD-1","15/07/2012","Test fin contract 2714"
"-14871,00","USD","MM009","MM-COFI-11","606017 Watsan equipment","BNK-USD-1","16/07/2012","Test fin contract 2715"
"-12030,00","USD","MM010","MM-SIDA-11","60602 Vehicles","BNK-USD-1","17/07/2012","Test fin contract 2716"
"-14881,00","USD","MM009","MM-COFI-11","60603 Furnitures","BNK-USD-1","18/07/2012","Test fin contract 2717"
"-5353,00","USD","MM010","MM-SIDA-11","612511 Truck rental","BNK-USD-1","19/07/2012","Test fin contract 2718"
"-8277,00","USD","MM009","MM-COFI-11","612512 Plane rental","BNK-USD-1","20/07/2012","Test fin contract 2719"
"-10793,00","USD","MM010","MM-SIDA-11","61300 IT and telecom maintenance","BNK-USD-1","21/07/2012","Test fin contract 2720"
"-796,00","USD","MM009","MM-COFI-11","617000 International transport: Air","BNK-USD-1","22/07/2012","Test fin contract 2721"
"-10288,00","USD","MM010","MM-SIDA-11","6200 Staff with MSF contracts","BNK-USD-1","23/07/2012","Test fin contract 2722"
"-1045,00","USD","MM009","MM-COFI-11","6205 Incentives","BNK-USD-1","24/07/2012","Test fin contract 2723"
"-12191,00","USD","MM010","MM-SIDA-11","6210 Daily labor","BNK-USD-1","25/07/2012","Test fin contract 2724"
"-637,00","USD","MM009","MM-COFI-11","62500 Expat daily tariff (HQ only)","BNK-USD-1","26/07/2012","Test fin contract 2725"
"-3583,00","USD","MM010","MM-SIDA-11","62501 Expat posting tariff (HQ only)","BNK-USD-1","27/07/2012","Test fin contract 2726"
"-13063,00","USD","MM009","MM-COFI-11","606014 Office equipment","BNK-USD-1","28/07/2012","Test fin contract 2727"
"-6875,00","USD","MM010","MM-SIDA-11","606017 Watsan equipment","BNK-USD-1","29/07/2012","Test fin contract 2728"
"-8316,00","USD","MM009","MM-COFI-11","60602 Vehicles","BNK-USD-1","30/07/2012","Test fin contract 2729"
"-1598,00","USD","MM010","MM-SIDA-11","60603 Furnitures","BNK-USD-1","31/07/2012","Test fin contract 2730"
"-12060,00","USD","MM009","MM-COFI-11","612511 Truck rental","BNK-USD-1","1/02/2012","Test fin contract 2731"
"-10867,00","USD","MM010","MM-SIDA-11","612512 Plane rental","BNK-USD-1","2/02/2012","Test fin contract 2732"
"-7814,00","USD","MM009","MM-COFI-11","61300 IT and telecom maintenance","BNK-USD-1","3/02/2012","Test fin contract 2733"
"-1605,00","USD","MM010","MM-SIDA-11","617000 International transport: Air","BNK-USD-1","4/02/2012","Test fin contract 2734"
"-14380,00","USD","MM009","MM-COFI-11","6200 Staff with MSF contracts","BNK-USD-1","5/02/2012","Test fin contract 2735"
"-4375,00","USD","MM010","MM-SIDA-11","6205 Incentives","BNK-USD-1","6/02/2012","Test fin contract 2736"
"-13745,00","USD","MM009","MM-COFI-11","6210 Daily labor","BNK-USD-1","7/02/2012","Test fin contract 2737"
"-5451,00","USD","MM010","MM-SIDA-11","62500 Expat daily tariff (HQ only)","BNK-USD-1","8/02/2012","Test fin contract 2738"
"-2784,00","USD","MM009","MM-COFI-11","62501 Expat posting tariff (HQ only)","BNK-USD-1","9/02/2012","Test fin contract 2739"
"-10205,00","USD","MM010","MM-SIDA-11","606014 Office equipment","BNK-USD-1","10/02/2012","Test fin contract 2740"
"-5035,00","USD","MM009","MM-COFI-11","606017 Watsan equipment","BNK-USD-1","11/02/2012","Test fin contract 2741"
"-13335,00","USD","MM010","MM-SIDA-11","60602 Vehicles","BNK-USD-1","12/02/2012","Test fin contract 2742"
"-11446,00","USD","MM009","MM-COFI-11","60603 Furnitures","BNK-USD-1","13/02/2012","Test fin contract 2743"
"-10449,00","USD","MM010","MM-SIDA-11","612511 Truck rental","BNK-USD-1","14/02/2012","Test fin contract 2744"
"-7997,00","USD","MM009","MM-COFI-11","612512 Plane rental","BNK-USD-1","15/02/2012","Test fin contract 2745"
"-5534,00","USD","MM010","MM-SIDA-11","61300 IT and telecom maintenance","BNK-USD-1","16/02/2012","Test fin contract 2746"
"-514,00","USD","MM009","MM-COFI-11","617000 International transport: Air","BNK-USD-1","17/02/2012","Test fin contract 2747"
"-2673,00","USD","MM010","MM-SIDA-11","6200 Staff with MSF contracts","BNK-USD-1","18/02/2012","Test fin contract 2748"
"-5324,00","USD","MM009","MM-COFI-11","6205 Incentives","BNK-USD-1","19/02/2012","Test fin contract 2749"
"-2065,00","USD","MM010","MM-SIDA-11","6210 Daily labor","BNK-USD-1","20/02/2012","Test fin contract 2750"
"-14844,00","USD","MM009","MM-COFI-11","62500 Expat daily tariff (HQ only)","BNK-USD-1","21/02/2012","Test fin contract 2751"
"-4611,00","USD","MM010","MM-SIDA-11","62501 Expat posting tariff (HQ only)","BNK-USD-1","22/02/2012","Test fin contract 2752"
"-5634,00","USD","MM009","MM-COFI-11","606014 Office equipment","BNK-USD-1","23/02/2012","Test fin contract 2753"
"-4349,00","USD","MM010","MM-SIDA-11","606017 Watsan equipment","BNK-USD-1","24/02/2012","Test fin contract 2754"
"-12872,00","USD","MM009","MM-COFI-11","60602 Vehicles","BNK-USD-1","25/02/2012","Test fin contract 2755"
"-5306,00","USD","MM010","MM-SIDA-11","60603 Furnitures","BNK-USD-1","26/02/2012","Test fin contract 2756"
"-2303,00","USD","MM009","MM-COFI-11","612511 Truck rental","BNK-USD-1","27/02/2012","Test fin contract 2757"
"-14801,00","USD","MM010","MM-SIDA-11","612512 Plane rental","BNK-USD-1","28/02/2012","Test fin contract 2758"
